ServerName,DatabaseName,Size_Used,Year,Month,Growth%
Server1,DB1,2671.20,2025,2,3.816000
Server1,DB1,2957.40,2025,3,4.224800
Server1,DB1,2760.00,2025,4,3.942800
Server1,DB1,2867.40,2025,5,4.096200
Server1,DB1,2862.00,2025,6,4.088500
Server1,DB1,2939.40,2025,7,4.199100
Server1,DB1,1645.80,2025,8,2.351100
Server1,DB2,185.00,2021,1,0.264200
Server1,DB2,42.00,2021,2,0.060000
Server1,DB2,46.50,2021,3,0.066400
Server1,DB2,925.00,2021,4,1.321400
Server1,DB2,964.50,2021,5,1.377800
Server1,DB2,45.00,2021,6,0.064200
Server1,DB2,889.50,2021,7,1.270700
Server1,DB2,889.50,2021,8,1.270700
Server1,DB2,45.00,2021,9,0.064200
Server1,DB2,46.50,2021,10,0.066400
Server1,DB2,45.00,2021,11,0.064200
Server1,DB2,186.50,2021,12,0.266400
Server1,DB2,407.50,2022,1,0.582100
Server1,DB2,182.00,2022,2,0.260000
Server1,DB2,201.50,2022,3,0.287800
Server1,DB2,1020.00,2022,4,1.457100
Server1,DB2,1052.50,2022,5,1.503500
Server1,DB2,195.00,2022,6,0.278500
Server1,DB2,993.50,2022,7,1.419200
Server1,DB2,971.50,2022,8,1.387800
Server1,DB2,195.00,2022,9,0.278500
Server1,DB2,201.50,2022,10,0.287800
Server1,DB2,195.00,2022,11,0.278500
Server1,DB2,405.50,2022,12,0.579200
Server1,DB2,547.50,2023,1,0.782100
Server1,DB2,294.00,2023,2,0.420000
Server1,DB2,325.50,2023,3,0.465000
Server1,DB2,1025.00,2023,4,1.464200
Server1,DB2,1047.50,2023,5,1.496400
Server1,DB2,315.00,2023,6,0.450000
Server1,DB2,993.50,2023,7,1.419200
Server1,DB2,971.50,2023,8,1.387800
Server1,DB2,315.00,2023,9,0.450000
Server1,DB2,325.50,2023,10,0.465000
Server1,DB2,315.00,2023,11,0.450000
Server1,DB2,551.50,2023,12,0.787800
Server1,DB2,737.50,2024,1,1.053500
Server1,DB2,420.50,2024,2,0.600700
Server1,DB2,449.50,2024,3,0.642100
Server1,DB2,1015.00,2024,4,1.450000
Server1,DB2,1047.50,2024,5,1.496400
Server1,DB2,435.00,2024,6,0.621400
Server1,DB2,971.50,2024,7,1.387800
Server1,DB2,982.50,2024,8,1.403500
Server1,DB2,435.00,2024,9,0.621400
Server1,DB2,449.50,2024,10,0.642100
Server1,DB2,435.00,2024,11,0.621400
Server1,DB2,742.50,2024,12,1.060700
Server1,DB2,1334.50,2025,1,1.906400
Server1,DB2,854.00,2025,2,1.220000
Server1,DB2,945.50,2025,3,1.350700
Server1,DB2,1675.00,2025,4,2.392800
Server1,DB2,1424.50,2025,5,2.035000
Server1,DB2,915.00,2025,6,1.307100
Server1,DB2,1343.50,2025,7,1.919200
Server1,DB2,754.50,2025,8,1.077800
Server2,DB5,-504.00,2021,1,-0.720000
Server2,DB5,840.00,2021,2,1.200000
Server2,DB5,930.00,2021,3,1.328500
Server2,DB5,-540.00,2021,4,-0.771400
Server2,DB5,-558.00,2021,5,-0.797100
Server2,DB5,630.00,2021,6,0.900000
Server2,DB5,651.00,2021,7,0.930000
Server2,DB5,-558.00,2021,8,-0.797100
Server2,DB5,3150.00,2021,9,4.500000
Server2,DB5,3255.00,2021,10,4.650000
Server2,DB5,-540.00,2021,11,-0.771400
Server2,DB5,-558.00,2021,12,-0.797100
Server2,DB5,279.00,2022,1,0.398500
Server2,DB5,1512.00,2022,2,2.160000
Server2,DB5,1674.00,2022,3,2.391400
Server2,DB5,270.00,2022,4,0.385700
Server2,DB5,279.00,2022,5,0.398500
Server2,DB5,1980.00,2022,6,2.828500
Server2,DB5,2046.00,2022,7,2.922800
Server2,DB5,279.00,2022,8,0.398500
Server2,DB5,3870.00,2022,9,5.528500
Server2,DB5,3999.00,2022,10,5.712800
Server2,DB5,270.00,2022,11,0.385700
Server2,DB5,279.00,2022,12,0.398500
Server2,DB5,930.00,2023,1,1.328500
Server2,DB5,1932.00,2023,2,2.760000
Server2,DB5,2139.00,2023,3,3.055700
Server2,DB5,900.00,2023,4,1.285700
Server2,DB5,930.00,2023,5,1.328500
Server2,DB5,3150.00,2023,6,4.500000
Server2,DB5,3255.00,2023,7,4.650000
Server2,DB5,930.00,2023,8,1.328500
Server2,DB5,4320.00,2023,9,6.171400
Server2,DB5,4464.00,2023,10,6.377100
Server2,DB5,900.00,2023,11,1.285700
Server2,DB5,930.00,2023,12,1.328500
Server2,DB5,1674.00,2024,1,2.391400
Server2,DB5,2610.00,2024,2,3.728500
Server2,DB5,2790.00,2024,3,3.985700
Server2,DB5,1620.00,2024,4,2.314200
Server2,DB5,1674.00,2024,5,2.391400
Server2,DB5,4230.00,2024,6,6.042800
Server2,DB5,4371.00,2024,7,6.244200
Server2,DB5,1674.00,2024,8,2.391400
Server2,DB5,4950.00,2024,9,7.071400
Server2,DB5,5115.00,2024,10,7.307100
Server2,DB5,1620.00,2024,11,2.314200
Server2,DB5,1674.00,2024,12,2.391400
Server2,DB5,4743.00,2025,1,6.775700
Server2,DB5,5124.00,2025,2,7.320000
Server2,DB5,5673.00,2025,3,8.104200
Server2,DB5,4590.00,2025,4,6.557100
Server2,DB5,4743.00,2025,5,6.775700
Server2,DB5,7290.00,2025,6,10.414200
Server2,DB5,7533.00,2025,7,10.761400
Server2,DB5,2907.00,2025,8,4.152800
