ServerName,DatabaseName,Size_Used,Year,Month,Growth%
Server1,DB2,370.00,2021,1,0.321700
Server1,DB2,42.00,2021,2,0.036500
Server1,DB2,46.50,2021,3,0.040400
Server1,DB2,1850.00,2021,4,1.608600
Server1,DB2,964.50,2021,5,0.838600
Server1,DB2,45.00,2021,6,0.039100
Server1,DB2,889.50,2021,7,0.773400
Server1,DB2,1779.00,2021,8,1.546900
Server1,DB2,45.00,2021,9,0.039100
Server1,DB2,93.00,2021,10,0.080800
Server1,DB2,45.00,2021,11,0.039100
Server1,DB2,186.50,2021,12,0.162100
Server1,DB2,815.00,2022,1,0.708600
Server1,DB2,182.00,2022,2,0.158200
Server1,DB2,201.50,2022,3,0.175200
Server1,DB2,2040.00,2022,4,1.773900
Server1,DB2,1052.50,2022,5,0.915200
Server1,DB2,195.00,2022,6,0.169500
Server1,DB2,993.50,2022,7,0.863900
Server1,DB2,1943.00,2022,8,1.689500
Server1,DB2,195.00,2022,9,0.169500
Server1,DB2,403.00,2022,10,0.350400
Server1,DB2,195.00,2022,11,0.169500
Server1,DB2,405.50,2022,12,0.352600
Server1,DB2,1095.00,2023,1,0.952100
Server1,DB2,294.00,2023,2,0.255600
Server1,DB2,325.50,2023,3,0.283000
Server1,DB2,2050.00,2023,4,1.782600
Server1,DB2,1047.50,2023,5,0.910800
Server1,DB2,315.00,2023,6,0.273900
Server1,DB2,993.50,2023,7,0.863900
Server1,DB2,1943.00,2023,8,1.689500
Server1,DB2,315.00,2023,9,0.273900
Server1,DB2,651.00,2023,10,0.566000
Server1,DB2,315.00,2023,11,0.273900
Server1,DB2,551.50,2023,12,0.479500
Server1,DB2,1475.00,2024,1,1.282600
Server1,DB2,420.50,2024,2,0.365600
Server1,DB2,449.50,2024,3,0.390800
Server1,DB2,2030.00,2024,4,1.765200
Server1,DB2,1047.50,2024,5,0.910800
Server1,DB2,435.00,2024,6,0.378200
Server1,DB2,971.50,2024,7,0.844700
Server1,DB2,1965.00,2024,8,1.708600
Server1,DB2,435.00,2024,9,0.378200
Server1,DB2,899.00,2024,10,0.781700
Server1,DB2,435.00,2024,11,0.378200
Server1,DB2,742.50,2024,12,0.645600
Server1,DB2,2669.00,2025,1,2.320800
Server1,DB2,854.00,2025,2,0.742600
Server1,DB2,945.50,2025,3,0.822100
Server1,DB2,3350.00,2025,4,2.913000
Server1,DB2,1424.50,2025,5,1.238600
Server1,DB2,915.00,2025,6,0.795600
Server1,DB2,1343.50,2025,7,1.168200
Server1,DB2,1509.00,2025,8,1.312100
Server2,DB5,896.00,2021,1,0.716800
Server2,DB5,747.04,2021,2,0.597600
Server2,DB5,827.08,2021,3,0.661600
Server2,DB5,960.00,2021,4,0.768000
Server2,DB5,992.00,2021,5,0.793600
Server2,DB5,560.40,2021,6,0.448300
Server2,DB5,579.08,2021,7,0.463200
Server2,DB5,992.00,2021,8,0.793600
Server2,DB5,2799.60,2021,9,2.239600
Server2,DB5,2892.92,2021,10,2.314300
Server2,DB5,960.00,2021,11,0.768000
Server2,DB5,992.00,2021,12,0.793600
Server2,DB5,248.00,2022,1,0.198400
Server2,DB5,1344.00,2022,2,1.075200
Server2,DB5,1488.00,2022,3,1.190400
Server2,DB5,240.00,2022,4,0.192000
Server2,DB5,248.00,2022,5,0.198400
Server2,DB5,1760.40,2022,6,1.408300
Server2,DB5,1819.08,2022,7,1.455200
Server2,DB5,248.00,2022,8,0.198400
Server2,DB5,3440.40,2022,9,2.752300
Server2,DB5,3555.08,2022,10,2.844000
Server2,DB5,240.00,2022,11,0.192000
Server2,DB5,248.00,2022,12,0.198400
Server2,DB5,827.08,2023,1,0.661600
Server2,DB5,1716.96,2023,2,1.373500
Server2,DB5,1900.92,2023,3,1.520700
Server2,DB5,800.40,2023,4,0.640300
Server2,DB5,827.08,2023,5,0.661600
Server2,DB5,2799.60,2023,6,2.239600
Server2,DB5,2892.92,2023,7,2.314300
Server2,DB5,827.08,2023,8,0.661600
Server2,DB5,3840.00,2023,9,3.072000
Server2,DB5,3968.00,2023,10,3.174400
Server2,DB5,800.40,2023,11,0.640300
Server2,DB5,827.08,2023,12,0.661600
Server2,DB5,1488.00,2024,1,1.190400
Server2,DB5,2320.00,2024,2,1.856000
Server2,DB5,2480.00,2024,3,1.984000
Server2,DB5,1440.00,2024,4,1.152000
Server2,DB5,1488.00,2024,5,1.190400
Server2,DB5,3759.60,2024,6,3.007600
Server2,DB5,3884.92,2024,7,3.107900
Server2,DB5,1488.00,2024,8,1.190400
Server2,DB5,4400.40,2024,9,3.520300
Server2,DB5,4547.08,2024,10,3.637600
Server2,DB5,1440.00,2024,11,1.152000
Server2,DB5,1488.00,2024,12,1.190400
Server2,DB5,4216.00,2025,1,3.372800
Server2,DB5,4555.04,2025,2,3.644000
Server2,DB5,5043.08,2025,3,4.034400
Server2,DB5,4080.00,2025,4,3.264000
Server2,DB5,4216.00,2025,5,3.372800
Server2,DB5,6480.00,2025,6,5.184000
Server2,DB5,6696.00,2025,7,5.356800
Server2,DB5,2584.00,2025,8,2.067200
