ServerName,DatabaseName,Size_Used,Year,Month,Growth%
Server1,DB1,1274.46,2025,5,1.416000
Server1,DB1,1272.00,2025,6,1.413300
Server1,DB1,1306.50,2025,7,1.451600
Server1,DB1,731.50,2025,8,0.812700
Server1,DB2,370.00,2021,1,0.411100
Server1,DB2,42.00,2021,2,0.046600
Server1,DB2,46.50,2021,3,0.051600
Server1,DB2,1850.00,2021,4,2.055500
Server1,DB2,964.50,2021,5,1.071600
Server1,DB2,45.00,2021,6,0.050000
Server1,DB2,889.50,2021,7,0.988300
Server1,DB2,1779.00,2021,8,1.976600
Server1,DB2,45.00,2021,9,0.050000
Server1,DB2,93.00,2021,10,0.103300
Server1,DB2,45.00,2021,11,0.050000
Server1,DB2,186.50,2021,12,0.207200
Server1,DB2,815.00,2022,1,0.905500
Server1,DB2,182.00,2022,2,0.202200
Server1,DB2,201.50,2022,3,0.223800
Server1,DB2,2040.00,2022,4,2.266600
Server1,DB2,1052.50,2022,5,1.169400
Server1,DB2,195.00,2022,6,0.216600
Server1,DB2,993.50,2022,7,1.103800
Server1,DB2,1943.00,2022,8,2.158800
Server1,DB2,195.00,2022,9,0.216600
Server1,DB2,403.00,2022,10,0.447700
Server1,DB2,195.00,2022,11,0.216600
Server1,DB2,405.50,2022,12,0.450500
Server1,DB2,1095.00,2023,1,1.216600
Server1,DB2,294.00,2023,2,0.326600
Server1,DB2,325.50,2023,3,0.361600
Server1,DB2,2050.00,2023,4,2.277700
Server1,DB2,1047.50,2023,5,1.163800
Server1,DB2,315.00,2023,6,0.350000
Server1,DB2,993.50,2023,7,1.103800
Server1,DB2,1943.00,2023,8,2.158800
Server1,DB2,315.00,2023,9,0.350000
Server1,DB2,651.00,2023,10,0.723300
Server1,DB2,315.00,2023,11,0.350000
Server1,DB2,551.50,2023,12,0.612700
Server1,DB2,1475.00,2024,1,1.638800
Server1,DB2,420.50,2024,2,0.467200
Server1,DB2,449.50,2024,3,0.499400
Server1,DB2,2030.00,2024,4,2.255500
Server1,DB2,1047.50,2024,5,1.163800
Server1,DB2,435.00,2024,6,0.483300
Server1,DB2,971.50,2024,7,1.079400
Server1,DB2,1965.00,2024,8,2.183300
Server1,DB2,435.00,2024,9,0.483300
Server1,DB2,899.00,2024,10,0.998800
Server1,DB2,435.00,2024,11,0.483300
Server1,DB2,742.50,2024,12,0.825000
Server1,DB2,2669.00,2025,1,2.965500
Server1,DB2,854.00,2025,2,0.948800
Server1,DB2,945.50,2025,3,1.050500
Server1,DB2,3350.00,2025,4,3.722200
Server1,DB2,1424.50,2025,5,1.582700
Server1,DB2,915.00,2025,6,1.016600
Server1,DB2,1343.50,2025,7,1.492700
Server1,DB2,1509.00,2025,8,1.676600
Server2,DB5,-448.00,2021,1,-0.358400
Server2,DB5,747.04,2021,2,0.597600
Server2,DB5,827.08,2021,3,0.661600
Server2,DB5,-480.00,2021,4,-0.384000
Server2,DB5,-496.00,2021,5,-0.396800
Server2,DB5,560.40,2021,6,0.448300
Server2,DB5,579.08,2021,7,0.463200
Server2,DB5,-496.00,2021,8,-0.396800
Server2,DB5,2799.60,2021,9,2.239600
Server2,DB5,2892.92,2021,10,2.314300
Server2,DB5,-480.00,2021,11,-0.384000
Server2,DB5,-496.00,2021,12,-0.396800
Server2,DB5,248.00,2022,1,0.198400
Server2,DB5,1344.00,2022,2,1.075200
Server2,DB5,1488.00,2022,3,1.190400
Server2,DB5,240.00,2022,4,0.192000
Server2,DB5,248.00,2022,5,0.198400
Server2,DB5,1760.40,2022,6,1.408300
Server2,DB5,1819.08,2022,7,1.455200
Server2,DB5,248.00,2022,8,0.198400
Server2,DB5,3440.40,2022,9,2.752300
Server2,DB5,3555.08,2022,10,2.844000
Server2,DB5,240.00,2022,11,0.192000
Server2,DB5,248.00,2022,12,0.198400
Server2,DB5,827.08,2023,1,0.661600
Server2,DB5,1716.96,2023,2,1.373500
Server2,DB5,1900.92,2023,3,1.520700
Server2,DB5,800.40,2023,4,0.640300
Server2,DB5,827.08,2023,5,0.661600
Server2,DB5,2799.60,2023,6,2.239600
Server2,DB5,2892.92,2023,7,2.314300
Server2,DB5,827.08,2023,8,0.661600
Server2,DB5,3840.00,2023,9,3.072000
Server2,DB5,3968.00,2023,10,3.174400
Server2,DB5,800.40,2023,11,0.640300
Server2,DB5,827.08,2023,12,0.661600
Server2,DB5,1488.00,2024,1,1.190400
Server2,DB5,2320.00,2024,2,1.856000
Server2,DB5,2480.00,2024,3,1.984000
Server2,DB5,1440.00,2024,4,1.152000
Server2,DB5,1488.00,2024,5,1.190400
Server2,DB5,3759.60,2024,6,3.007600
Server2,DB5,3884.92,2024,7,3.107900
Server2,DB5,1488.00,2024,8,1.190400
Server2,DB5,4400.40,2024,9,3.520300
Server2,DB5,4547.08,2024,10,3.637600
Server2,DB5,1440.00,2024,11,1.152000
Server2,DB5,1488.00,2024,12,1.190400
Server2,DB5,4216.00,2025,1,3.372800
Server2,DB5,4555.04,2025,2,3.644000
Server2,DB5,5043.08,2025,3,4.034400
Server2,DB5,4080.00,2025,4,3.264000
Server2,DB5,4216.00,2025,5,3.372800
Server2,DB5,6480.00,2025,6,5.184000
Server2,DB5,6696.00,2025,7,5.356800
Server2,DB5,2584.00,2025,8,2.067200
