ServerName,DatabaseName,Size_Used,Year,Month,Growth%
Server1,DB2,325.50,2023,3,0.465000
Server1,DB2,1025.00,2023,4,1.464200
Server1,DB2,1047.50,2023,5,1.496400
Server1,DB2,315.00,2023,6,0.450000
Server1,DB2,993.50,2023,7,1.419200
Server1,DB2,971.50,2023,8,1.387800
Server1,DB2,315.00,2023,9,0.450000
Server1,DB2,325.50,2023,10,0.465000
Server1,DB2,315.00,2023,11,0.450000
Server1,DB2,551.50,2023,12,0.787800
Server1,DB2,737.50,2024,1,1.053500
Server1,DB2,420.50,2024,2,0.600700
Server1,DB2,449.50,2024,3,0.642100
Server1,DB2,1015.00,2024,4,1.450000
Server1,DB2,1047.50,2024,5,1.496400
Server1,DB2,435.00,2024,6,0.621400
Server1,DB2,971.50,2024,7,1.387800
Server1,DB2,982.50,2024,8,1.403500
Server1,DB2,435.00,2024,9,0.621400
Server1,DB2,449.50,2024,10,0.642100
Server1,DB2,435.00,2024,11,0.621400
Server1,DB2,742.50,2024,12,1.060700
Server1,DB2,1334.50,2025,1,1.906400
Server1,DB2,854.00,2025,2,1.220000
Server1,DB2,945.50,2025,3,1.350700
Server1,DB2,1675.00,2025,4,2.392800
Server1,DB2,1424.50,2025,5,2.035000
Server1,DB2,915.00,2025,6,1.307100
Server1,DB2,1343.50,2025,7,1.919200
Server1,DB2,754.50,2025,8,1.077800
Server2,DB5,-168.00,2021,1,-0.240000
Server2,DB5,280.00,2021,2,0.400000
Server2,DB5,310.00,2021,3,0.442800
Server2,DB5,-180.00,2021,4,-0.257100
Server2,DB5,-186.00,2021,5,-0.265700
Server2,DB5,210.00,2021,6,0.300000
Server2,DB5,217.00,2021,7,0.310000
Server2,DB5,-186.00,2021,8,-0.265700
Server2,DB5,1050.00,2021,9,1.500000
Server2,DB5,1085.00,2021,10,1.550000
Server2,DB5,-180.00,2021,11,-0.257100
Server2,DB5,-186.00,2021,12,-0.265700
Server2,DB5,93.00,2022,1,0.132800
Server2,DB5,504.00,2022,2,0.720000
Server2,DB5,558.00,2022,3,0.797100
Server2,DB5,90.00,2022,4,0.128500
Server2,DB5,93.00,2022,5,0.132800
Server2,DB5,660.00,2022,6,0.942800
Server2,DB5,682.00,2022,7,0.974200
Server2,DB5,93.00,2022,8,0.132800
Server2,DB5,1290.00,2022,9,1.842800
Server2,DB5,1333.00,2022,10,1.904200
Server2,DB5,90.00,2022,11,0.128500
Server2,DB5,93.00,2022,12,0.132800
Server2,DB5,310.00,2023,1,0.442800
Server2,DB5,644.00,2023,2,0.920000
Server2,DB5,713.00,2023,3,1.018500
Server2,DB5,300.00,2023,4,0.428500
Server2,DB5,310.00,2023,5,0.442800
Server2,DB5,1050.00,2023,6,1.500000
Server2,DB5,1085.00,2023,7,1.550000
Server2,DB5,310.00,2023,8,0.442800
Server2,DB5,1440.00,2023,9,2.057100
Server2,DB5,1488.00,2023,10,2.125700
Server2,DB5,300.00,2023,11,0.428500
Server2,DB5,310.00,2023,12,0.442800
Server2,DB5,558.00,2024,1,0.797100
Server2,DB5,870.00,2024,2,1.242800
Server2,DB5,930.00,2024,3,1.328500
Server2,DB5,540.00,2024,4,0.771400
Server2,DB5,558.00,2024,5,0.797100
Server2,DB5,1410.00,2024,6,2.014200
Server2,DB5,1457.00,2024,7,2.081400
Server2,DB5,558.00,2024,8,0.797100
Server2,DB5,1650.00,2024,9,2.357100
Server2,DB5,1705.00,2024,10,2.435700
Server2,DB5,540.00,2024,11,0.771400
Server2,DB5,558.00,2024,12,0.797100
Server2,DB5,1581.00,2025,1,2.258500
Server2,DB5,1708.00,2025,2,2.440000
Server2,DB5,1891.00,2025,3,2.701400
Server2,DB5,1530.00,2025,4,2.185700
Server2,DB5,1581.00,2025,5,2.258500
Server2,DB5,2430.00,2025,6,3.471400
Server2,DB5,2511.00,2025,7,3.587100
Server2,DB5,969.00,2025,8,1.384200
